
Packet Number, One-way delay(s), One-way delay(ns), Running Avg.(ns), Worst-case(ns)
183, 0, 815959, 1195734, 2245074
183, 0, 11223061, 1195734, 2245074
184, 0, 1160695, 1195544, 2245074
184, 1522540105, 915349177, 1195544, 2245074
185, 0, 1118506, 1195128, 2245074
186, 0, 833089, 1193182, 2245074
186, 0, 11208994, 1193182, 2245074
187, 0, 1146210, 1192931, 2245074
187, 1522540105, 955738843, 1192931, 2245074
188, 0, 1118085, 1192533, 2245074
189, 0, 828605, 1190608, 2245074
189, 0, 11207374, 1190608, 2245074
190, 0, 1146049, 1190374, 2245074
190, 1522540105, 996177155, 1190374, 2245074
191, 0, 1132976, 1190074, 2245074
192, 0, 816881, 1188131, 2245074
192, 0, 11221796, 1188131, 2245074
193, 0, 1161825, 1187995, 2245074
193, 1522540106, 36618696, 1187995, 2245074
194, 0, 1125210, 1187672, 2245074
195, 0, 815054, 1185762, 2245074
195, 0, 11224603, 1185762, 2245074
196, 0, 1164997, 1185657, 2245074
196, 1522540106, 77319454, 1185657, 2245074
197, 0, 1371298, 1186599, 2245074
198, 0, 1114943, 1186238, 2245074
198, 0, 11770065, 1186238, 2245074
199, 0, 1709054, 1188865, 2245074
199, 1522540106, 117876360, 1188865, 2245074
200, 0, 1381918, 1189830, 2245074
201, 0, 1108793, 1189427, 2245074
201, 0, 11528967, 1189427, 2245074
202, 0, 1469153, 1190811, 2245074
202, 1522540106, 158262328, 1190811, 2245074
203, 0, 1141862, 1190570, 2245074
204, 0, 817955, 1188744, 2245074
204, 0, 11224484, 1188744, 2245074
205, 0, 1183420, 1188719, 2245074
205, 1522540106, 198088037, 1188719, 2245074
206, 0, 1077273, 1188178, 2245074
207, 0, 825710, 1186427, 2245074
207, 0, 11209375, 1186427, 2245074
208, 0, 1172217, 1186359, 2245074
208, 1522540106, 238579005, 1186359, 2245074
209, 0, 1127998, 1186080, 2245074
210, 0, 818987, 1184332, 2245074
210, 0, 11222752, 1184332, 2245074
211, 0, 1198146, 1184397, 2245074
211, 1522540106, 279234497, 1184397, 2245074
212, 0, 1091873, 1183961, 2245074
213, 0, 811959, 1182215, 2245074
213, 0, 11234180, 1182215, 2245074
214, 0, 1228324, 1182430, 2245074
214, 1522540106, 319473671, 1182430, 2245074
215, 0, 1084139, 1181973, 2245074
216, 0, 826361, 1180327, 2245074
216, 0, 11203218, 1180327, 2245074
217, 0, 1138769, 1180136, 2245074
217, 1522540106, 359854827, 1180136, 2245074
218, 0, 1080885, 1179681, 2245074
219, 0, 807065, 1177980, 2245074
219, 0, 11229026, 1177980, 2245074
220, 0, 1196295, 1178063, 2245074
220, 1522540106, 400320045, 1178063, 2245074
221, 0, 1089714, 1177664, 2245074
222, 0, 811883, 1176017, 2245074
222, 0, 11193532, 1176017, 2245074
223, 0, 1153770, 1175918, 2245074
223, 1522540106, 440687296, 1175918, 2245074
224, 0, 1099220, 1175576, 2245074
225, 0, 819150, 1173992, 2245074
225, 0, 11194965, 1173992, 2245074
226, 0, 1157599, 1173920, 2245074
226, 1522540106, 481076108, 1173920, 2245074
227, 0, 1093049, 1173564, 2245074
228, 0, 819020, 1172009, 2245074
228, 0, 12553527, 1172009, 2245074
229, 0, 3284490, 1181233, 3284490
230, 0, 1474948, 1182510, 3284490
231, 0, 818266, 1180934, 3284490
231, 0, 11159967, 1180934, 3284490
232, 0, 1097862, 1180576, 3284490
232, 1522540106, 561891077, 1180576, 3284490
233, 0, 1122999, 1180329, 3284490
234, 0, 847772, 1178908, 3284490
234, 0, 11211608, 1178908, 3284490
235, 0, 1146117, 1178769, 3284490
235, 1522540106, 602395201, 1178769, 3284490
236, 0, 1108233, 1178471, 3284490
237, 0, 827591, 1176991, 3284490
237, 0, 11214708, 1176991, 3284490
238, 0, 1146926, 1176865, 3284490
238, 1522540106, 643273230, 1176865, 3284490
239, 0, 1848256, 1179674, 3284490
240, 0, 838295, 1178252, 3284490
240, 0, 11749941, 1178252, 3284490
241, 0, 1686846, 1180362, 3284490
241, 1522540106, 683839021, 1180362, 3284490
242, 0, 1640785, 1182264, 3284490
243, 0, 843686, 1180871, 3284490
243, 0, 11864081, 1180871, 3284490
244, 0, 1803278, 1183421, 3284490
244, 1522540106, 724351530, 1183421, 3284490
245, 0, 1575656, 1185021, 3284490
246, 0, 816057, 1183522, 3284490
246, 0, 11863848, 1183522, 3284490
247, 0, 1802316, 1186027, 3284490
247, 1522540106, 764722010, 1186027, 3284490
248, 0, 1810577, 1188545, 3284490
249, 0, 816448, 1187051, 3284490
249, 0, 11232888, 1187051, 3284490
250, 0, 1169846, 1186983, 3284490
250, 1522540106, 805163634, 1186983, 3284490
251, 0, 1165503, 1186898, 3284490
252, 0, 860017, 1185601, 3284490
252, 0, 11225467, 1185601, 3284490
253, 0, 1171903, 1185547, 3284490
253, 1522540106, 845566405, 1185547, 3284490
254, 0, 1116416, 1185275, 3284490
255, 0, 824887, 1183862, 3284490
255, 0, 11236119, 1183862, 3284490
256, 0, 1173596, 1183822, 3284490
256, 1522540106, 886020530, 1183822, 3284490
257, 0, 1125557, 1183596, 3284490
258, 0, 822570, 1182197, 3284490
258, 0, 11221771, 1182197, 3284490
259, 0, 1157895, 1182104, 3284490
259, 1522540106, 925843512, 1182104, 3284490
260, 0, 1126053, 1181889, 3284490
261, 0, 905514, 1180831, 3284490
261, 0, 11235184, 1180831, 3284490
262, 0, 1172609, 1180800, 3284490
262, 1522540106, 966275293, 1180800, 3284490
263, 0, 1114308, 1180548, 3284490
264, 0, 818405, 1179177, 3284490
264, 1, 1158714378, 1179177, 3284490
265, 0, 1168001, 1179135, 3284490
265, 1522540107, 6695407, 1179135, 3284490
266, 0, 1115325, 1178896, 3284490
267, 0, 819578, 1177551, 3284490
267, 0, 11227164, 1177551, 3284490
268, 0, 1164590, 1177503, 3284490
268, 1522540107, 47061355, 1177503, 3284490
269, 0, 1129311, 1177324, 3284490
270, 0, 823876, 1176015, 3284490
270, 0, 11225785, 1176015, 3284490
271, 0, 1163054, 1175968, 3284490
271, 1522540107, 87460897, 1175968, 3284490
272, 0, 1175327, 1175966, 3284490
273, 0, 835309, 1174719, 3284490
273, 0, 11268051, 1174719, 3284490
274, 0, 1264851, 1175047, 3284490
274, 1522540107, 127893355, 1175047, 3284490
275, 0, 1113634, 1174824, 3284490
276, 0, 825127, 1173557, 3284490
276, 0, 11191255, 1173557, 3284490
277, 0, 1156389, 1173496, 3284490
277, 1522540107, 168167428, 1173496, 3284490
278, 0, 1073974, 1173139, 3284490
279, 0, 845102, 1171964, 3284490
279, 0, 11181074, 1171964, 3284490
280, 0, 1139437, 1171848, 3284490
280, 1522540107, 208579261, 1171848, 3284490
281, 0, 1086814, 1171546, 3284490
282, 0, 850181, 1170407, 3284490
282, 0, 11169642, 1170407, 3284490
283, 0, 1128162, 1170258, 3284490
283, 1522540107, 248984949, 1170258, 3284490
284, 0, 1072621, 1169915, 3284490
285, 0, 888280, 1168927, 3284490
285, 0, 11260684, 1168927, 3284490
286, 0, 1200350, 1169036, 3284490
286, 1522540107, 289497692, 1169036, 3284490
287, 0, 1102819, 1168806, 3284490
288, 0, 816850, 1167584, 3284490
288, 0, 11219668, 1167584, 3284490
289, 0, 1184593, 1167642, 3284490
289, 1522540107, 329911346, 1167642, 3284490
290, 0, 1110134, 1167444, 3284490
291, 0, 1278642, 1167826, 3284490
291, 0, 11212609, 1167826, 3284490
292, 0, 1179305, 1167865, 3284490
292, 1522540107, 370332083, 1167865, 3284490
293, 0, 1093909, 1167613, 3284490
294, 0, 836690, 1166488, 3284490
294, 0, 11209353, 1166488, 3284490
295, 0, 1162455, 1166475, 3284490
295, 1522540107, 410771674, 1166475, 3284490
296, 0, 1097996, 1166244, 3284490
297, 0, 816766, 1165068, 3284490
297, 0, 11216252, 1165068, 3284490
298, 0, 1172740, 1165093, 3284490
298, 1522540107, 451160223, 1165093, 3284490
299, 0, 1105572, 1164894, 3284490
300, 0, 828353, 1163773, 3284490
300, 0, 11208516, 1163773, 3284490
301, 0, 1282295, 1164166, 3284490
301, 1522540107, 491590075, 1164166, 3284490
302, 0, 1088252, 1163915, 3284490
303, 0, 840252, 1162847, 3284490
303, 0, 11221352, 1162847, 3284490
304, 0, 1176382, 1162891, 3284490
304, 1522540107, 532033832, 1162891, 3284490
305, 0, 1112600, 1162727, 3284490
306, 0, 826318, 1161628, 3284490
306, 0, 11217626, 1161628, 3284490
307, 0, 1170260, 1161656, 3284490
307, 1522540107, 572438996, 1161656, 3284490
308, 0, 1178509, 1161710, 3284490
309, 0, 847020, 1160692, 3284490
309, 0, 11213120, 1160692, 3284490
310, 0, 1168097, 1160715, 3284490
310, 1522540107, 613012493, 1160715, 3284490
311, 0, 1163533, 1160724, 3284490
312, 0, 832252, 1159672, 3284490
312, 0, 11226321, 1159672, 3284490
313, 0, 1155882, 1159660, 3284490
313, 1522540107, 653257293, 1159660, 3284490
314, 0, 1110537, 1159504, 3284490
315, 0, 818787, 1158423, 3284490
315, 0, 11234887, 1158423, 3284490
316, 0, 1165021, 1158443, 3284490
316, 1522540107, 693737353, 1158443, 3284490
317, 0, 1128270, 1158348, 3284490
318, 0, 829593, 1157315, 3284490
318, 0, 11230692, 1157315, 3284490
319, 0, 1169576, 1157353, 3284490
319, 1522540107, 734801835, 1157353, 3284490
320, 0, 1147981, 1157324, 3284490
321, 0, 823263, 1156284, 3284490
321, 0, 11254050, 1156284, 3284490
322, 0, 1187882, 1156382, 3284490
322, 1522540107, 775211791, 1156382, 3284490
323, 0, 1122849, 1156279, 3284490
324, 0, 823964, 1155254, 3284490
324, 0, 11226991, 1155254, 3284490
325, 0, 1159885, 1155268, 3284490
325, 1522540107, 815695809, 1155268, 3284490
326, 0, 1129228, 1155189, 3284490
327, 0, 831072, 1154198, 3284490
327, 0, 11230193, 1154198, 3284490
328, 0, 1167983, 1154240, 3284490
328, 1522540107, 855505560, 1154240, 3284490
329, 0, 1115502, 1154123, 3284490
330, 0, 824221, 1153124, 3284490
330, 0, 11230790, 1153124, 3284490
331, 0, 1167590, 1153167, 3284490
331, 1522540107, 895894109, 1153167, 3284490
332, 0, 1213599, 1153349, 3284490
333, 0, 827110, 1152370, 3284490
333, 0, 11235033, 1152370, 3284490
334, 0, 1172198, 1152429, 3284490
334, 1522540107, 936305888, 1152429, 3284490
335, 0, 1157321, 1152443, 3284490
336, 0, 840051, 1151514, 3284490
336, 0, 11226411, 1151514, 3284490
337, 0, 1163889, 1151550, 3284490
337, 1522540107, 976873186, 1151550, 3284490
338, 0, 1129742, 1151486, 3284490
339, 0, 831325, 1150542, 3284490
339, 0, 11222529, 1150542, 3284490
340, 0, 1159173, 1150567, 3284490
340, 1522540108, 17138976, 1150567, 3284490
341, 0, 1118621, 1150474, 3284490
342, 0, 822912, 1149517, 3284490
342, 0, 11233856, 1149517, 3284490
343, 0, 1274302, 1149880, 3284490
343, 1522540108, 57632421, 1149880, 3284490
344, 0, 1204999, 1150040, 3284490
345, 0, 831791, 1149118, 3284490
345, 0, 11273150, 1149118, 3284490
346, 0, 1208961, 1149290, 3284490
346, 1522540108, 97911909, 1149290, 3284490
347, 0, 1159710, 1149320, 3284490
348, 0, 828377, 1148398, 3284490
348, 0, 11231665, 1148398, 3284490
349, 0, 1162945, 1148439, 3284490
349, 1522540108, 138375458, 1148439, 3284490
350, 0, 1164630, 1148485, 3284490
351, 0, 846527, 1147625, 3284490
351, 0, 11217211, 1147625, 3284490
352, 0, 1147709, 1147625, 3284490
352, 1522540108, 178786924, 1147625, 3284490
353, 0, 1114864, 1147533, 3284490
354, 0, 835978, 1146653, 3284490
354, 0, 11237546, 1146653, 3284490
355, 0, 1167733, 1146712, 3284490
355, 1522540108, 219239432, 1146712, 3284490
356, 0, 1111346, 1146613, 3284490
357, 0, 819492, 1145697, 3284490
357, 0, 11229290, 1145697, 3284490
358, 0, 1168903, 1145761, 3284490
358, 1522540108, 259652252, 1145761, 3284490
359, 0, 1282984, 1146143, 3284490
360, 0, 827394, 1145258, 3284490
360, 0, 11222903, 1145258, 3284490
361, 0, 1152204, 1145277, 3284490
361, 1522540108, 300056616, 1145277, 3284490
362, 0, 1130364, 1145236, 3284490
363, 0, 925094, 1144630, 3284490
363, 0, 11242323, 1144630, 3284490
364, 0, 1180687, 1144729, 3284490
364, 1522540108, 340503155, 1144729, 3284490
365, 0, 1240255, 1144990, 3284490
366, 0, 828061, 1144125, 3284490
366, 0, 11228623, 1144125, 3284490
367, 0, 1159433, 1144166, 3284490
367, 1522540108, 380921052, 1144166, 3284490
368, 0, 1122181, 1144107, 3284490
369, 0, 839411, 1143282, 3284490
369, 0, 11218410, 1143282, 3284490
370, 0, 1175419, 1143368, 3284490
370, 1522540108, 421367645, 1143368, 3284490
371, 0, 1135405, 1143347, 3284490
372, 0, 839512, 1142531, 3284490
372, 0, 11228719, 1142531, 3284490
373, 0, 1159686, 1142576, 3284490
373, 1522540108, 461891582, 1142576, 3284490
374, 0, 1109569, 1142488, 3284490
375, 0, 830290, 1141656, 3284490
375, 0, 11229184, 1141656, 3284490
376, 0, 1159058, 1141702, 3284490
376, 1522540108, 502244844, 1141702, 3284490
377, 0, 1122586, 1141652, 3284490
378, 0, 829349, 1140826, 3284490
378, 0, 11236472, 1140826, 3284490
379, 0, 1165876, 1140892, 3284490
379, 1522540108, 542670657, 1140892, 3284490
380, 0, 1108312, 1140807, 3284490
381, 0, 823772, 1139975, 3284490
381, 0, 11238396, 1139975, 3284490
382, 0, 1167748, 1140047, 3284490
382, 1522540108, 583078606, 1140047, 3284490
383, 0, 1118985, 1139993, 3284490
384, 0, 819915, 1139160, 3284490
384, 0, 11228600, 1139160, 3284490
385, 0, 1172379, 1139246, 3284490
385, 1522540108, 623497492, 1139246, 3284490
386, 0, 1121637, 1139201, 3284490
387, 0, 826890, 1138394, 3284490
387, 0, 12462999, 1138394, 3284490
388, 0, 2402039, 1141650, 3284490
388, 1522540108, 665564991, 1141650, 3284490
389, 0, 2320985, 1144681, 3284490
390, 0, 1494478, 1145577, 3284490
390, 0, 12454611, 1145577, 3284490
391, 0, 2391828, 1148764, 3284490
391, 1522540108, 706017054, 1148764, 3284490
392, 0, 2500770, 1152212, 3284490
393, 0, 1593847, 1153335, 3284490
393, 0, 12421900, 1153335, 3284490
394, 0, 2365888, 1156412, 3284490
394, 1522540108, 746376410, 1156412, 3284490
395, 0, 2416341, 1159601, 3284490
396, 0, 1662853, 1160871, 3284490
396, 0, 12506842, 1160871, 3284490
397, 0, 4245794, 1168641, 4245794
398, 0, 2605188, 1172250, 4245794
399, 0, 1465405, 1172984, 4245794
399, 0, 12590014, 1172984, 4245794
400, 0, 2527648, 1176370, 4245794
400, 1522540108, 827470010, 1176370, 4245794
401, 0, 2460136, 1179571, 4245794
402, 0, 1675866, 1180805, 4245794
402, 0, 11860650, 1180805, 4245794
403, 0, 1798908, 1182338, 4245794
403, 1522540108, 867217034, 1182338, 4245794
404, 0, 1717751, 1183663, 4245794
405, 0, 1455919, 1184335, 4245794
405, 0, 11932520, 1184335, 4245794
406, 0, 1869477, 1186022, 4245794
406, 1522540108, 907618681, 1186022, 4245794
407, 0, 1431555, 1186625, 4245794
408, 0, 1544090, 1187501, 4245794
408, 0, 11514869, 1187501, 4245794
409, 0, 1449690, 1188142, 4245794
409, 1522540108, 947070347, 1188142, 4245794
410, 0, 1071403, 1187858, 4245794
411, 0, 858008, 1187056, 4245794
411, 0, 11163466, 1187056, 4245794
412, 0, 1105423, 1186858, 4245794
412, 1522540108, 987133563, 1186858, 4245794
413, 0, 1060879, 1186553, 4245794
414, 0, 834307, 1185703, 4245794
414, 0, 11231117, 1185703, 4245794
415, 0, 1169688, 1185665, 4245794
415, 1522540109, 27632500, 1185665, 4245794
416, 0, 1121551, 1185511, 4245794
417, 0, 812584, 1184617, 4245794
417, 0, 11263301, 1184617, 4245794
418, 0, 1199737, 1184653, 4245794
418, 1522540109, 67997689, 1184653, 4245794
419, 0, 1128630, 1184520, 4245794
420, 0, 820446, 1183654, 4245794
420, 0, 11200069, 1183654, 4245794
421, 0, 1169213, 1183620, 4245794
421, 1522540109, 108402773, 1183620, 4245794
422, 0, 1088054, 1183394, 4245794
423, 0, 813411, 1182520, 4245794
423, 0, 11198034, 1182520, 4245794
424, 0, 1155407, 1182457, 4245794
424, 1522540109, 148845565, 1182457, 4245794
425, 0, 1097166, 1182257, 4245794
426, 0, 814240, 1181394, 4245794
426, 0, 11205895, 1181394, 4245794
427, 0, 1162487, 1181350, 4245794
427, 1522540109, 189284347, 1181350, 4245794
428, 0, 1141067, 1181256, 4245794
429, 0, 834080, 1180447, 4245794
429, 0, 11203496, 1180447, 4245794
430, 0, 1160296, 1180401, 4245794
430, 1522540109, 229704795, 1180401, 4245794
431, 0, 1135647, 1180298, 4245794
432, 0, 822930, 1179471, 4245794
432, 0, 11251307, 1179471, 4245794
433, 0, 1351594, 1179868, 4245794
433, 1522540109, 271016533, 1179868, 4245794
434, 0, 1702781, 1181072, 4245794
435, 0, 1055286, 1180783, 4245794
