Host ID, Packet Number, One-way delay(s), One-way delay(ns), Running Avg.(ns), Worst-case(ns),,,
0,0,0,2129060844,0,0,,,
0,0,0,2129068047,0,0,,,
0,0,0,2129061500,0,0,,,
0,0,0,2129080581,0,0,,,
0,0,0,2129129834,0,0,,,
0,0,0,2129135664,0,0,,,
0,0,0,2129145255,0,0,,,
0,0,0,2129106655,0,0,,,
0,0,0,2129205555,0,0,,,
0,0,0,2129193046,0,0,,,
0,0,0,2129200314,0,0,,,
0,0,0,2129198887,0,0,,,
0,0,0,2129255114,0,0,,,
0,0,0,2129199273,0,0,,,
0,0,0,2129198722,0,0,,,
0,0,0,2129193068,0,0,,,
0,0,0,2129204387,0,0,,,
0,0,0,2129198361,0,0,,,
0,0,0,2129201724,0,0,,,
0,0,0,2129235812,0,0,,,
0,0,0,2129225938,0,0,,,
0,0,0,2129220120,0,0,,,
0,0,0,2129308498,0,0,,,
0,0,0,2129264509,0,0,,,
0,0,0,2129257824,0,0,,,
0,0,0,2129265201,0,0,,,
0,0,0,2129273623,0,0,,,
0,0,0,2130029858,0,0,,,
0,0,0,2129287047,0,0,,,
0,0,0,2129273894,0,0,,,
0,0,0,2129281414,0,0,,,
0,0,0,2129270961,0,0,,,
0,0,0,2129279415,0,0,,,
0,0,0,2129278180,0,0,,,
0,0,0,2129286735,0,0,,,
0,0,0,2129301645,0,0,,,
0,0,0,2129305514,0,0,,,
0,0,0,2129296466,0,0,,,
0,0,0,2129309714,0,0,,,
0,0,0,2129315407,0,0,,,
0,0,0,2129413213,0,0,,,
0,0,0,2129348547,0,0,,,
0,0,0,2129356343,0,0,,,
0,0,0,2129390271,0,0,,,
0,0,0,2129350563,0,0,,,
0,0,0,2129281628,0,0,,,
0,0,0,2129276800,0,0,,,
0,0,0,2129288066,0,0,,,
0,0,0,2129296623,0,0,,,
0,0,0,2129307993,0,0,,,
0,0,0,2129315352,0,0,,,
0,0,0,2129306721,0,0,,,
0,0,0,2129314340,0,0,,,
0,0,0,2129320606,0,0,,,
0,0,0,2129337444,0,0,,,
0,0,0,2129345116,0,0,,,
0,0,0,2129357632,0,0,,,
0,0,0,2129329939,0,0,,,
0,0,0,2129392565,0,0,,,
0,0,0,2129359481,0,0,,,
0,0,0,2129350018,0,0,,,
0,0,0,2129347847,0,0,,,
0,0,0,2129368278,0,0,,,
0,0,0,2129375800,0,0,,,
0,0,0,2129378212,0,0,,,
0,0,0,2129378384,0,0,,,
0,0,0,2129385534,0,0,,,
0,0,0,2129393257,0,0,,,
0,0,0,2129387179,0,0,,,
0,0,0,2129403392,0,0,,,
0,0,0,2129419921,0,0,,,
0,0,0,2129410773,0,0,,,
0,0,0,2129402457,0,0,,,
0,0,0,2129406016,0,0,,,
0,0,0,2129416867,0,0,,,
0,0,0,2129422822,0,0,,,
0,0,0,2129443622,0,0,,,
0,0,0,2129503376,0,0,,,
0,0,2147483646,0,0,0,,,
0,0,2147483646,0,0,0,,,
0,0,0,2129453795,0,0,,,
0,0,0,2129471988,0,0,,,
0,0,0,2129473782,0,0,,,
0,0,0,2129472603,0,0,,,
0,0,0,2129485277,0,0,,,
0,0,0,2129510970,0,0,,,
0,0,0,2129559216,0,0,,,
0,0,0,2129480326,0,0,,,
0,0,0,2129491854,0,0,,,
0,0,0,2129496400,0,0,,,
0,0,0,2129514908,0,0,,,
0,0,0,2129517269,0,0,,,
0,0,0,2129516819,0,0,,,
0,0,0,2129515948,0,0,,,
0,0,0,2129528101,0,0,,,
0,0,0,2129525464,0,0,,,
0,0,0,2129534126,0,0,,,
0,0,0,2129542736,0,0,,,
0,0,0,2129545930,0,0,,,
0,0,0,2129549541,0,0,,,
0,0,0,2129547792,0,0,,,
0,0,0,2129558016,0,0,,,
0,0,0,2129560429,0,0,,,
0,0,0,2129572062,0,0,,,
0,0,0,2129581087,0,0,,,
0,0,0,2129579019,0,0,,,
0,0,0,2129574140,0,0,,,
0,0,0,2129582853,0,0,,,
0,0,0,2129596618,0,0,,,
0,0,0,2129606271,0,0,,,
0,0,0,2129679686,0,0,,,
0,0,0,2129651729,0,0,,,
0,0,0,2129645421,0,0,,,
0,0,0,2129763414,0,0,,,
0,0,0,2129746609,0,0,,,
0,0,0,2129756403,0,0,,,
0,0,0,2129709470,0,0,,,
0,0,0,2129728191,0,0,,,
0,0,0,2129727912,0,0,,,
0,0,0,2129732261,0,0,,,
0,0,0,2129735564,0,0,,,
0,0,0,2129724857,0,0,,,
0,0,0,2129722179,0,0,,,
0,0,0,2129729100,0,0,,,
0,0,0,2129737759,0,0,,,
0,0,0,2129768245,0,0,,,
0,0,0,2129843734,0,0,,,
0,0,0,2129778814,0,0,,,
0,0,0,2129843297,0,0,,,
0,0,0,2129787798,0,0,,,
0,0,0,2129774185,0,0,,,
0,0,0,2129726065,0,0,,,
0,0,0,2129710620,0,0,,,
0,0,0,2129725220,0,0,,,
0,0,0,2129732736,0,0,,,
0,0,0,2129732544,0,0,,,
0,0,0,2129725059,0,0,,,
0,0,0,2129734919,0,0,,,
0,0,0,2129739831,0,0,,,
0,0,0,2129754897,0,0,,,
0,0,0,2129760958,0,0,,,
0,0,0,2129762748,0,0,,,
0,0,0,2129774224,0,0,,,
0,0,0,2129768356,0,0,,,
0,0,0,2129773061,0,0,,,
0,0,0,2129778236,0,0,,,
0,0,0,2129786066,0,0,,,
0,0,0,2129788377,0,0,,,
0,0,0,2129802402,0,0,,,
0,0,0,2129809087,0,0,,,
0,0,0,2129803897,0,0,,,
0,0,0,2129807404,0,0,,,
0,0,0,2129806482,0,0,,,
0,0,0,2129834416,0,0,,,
0,0,0,2129829955,0,0,,,
0,0,0,2129836535,0,0,,,
0,0,0,2129827437,0,0,,,
0,0,0,2129855588,0,0,,,
0,0,0,2129839153,0,0,,,
0,0,0,2129840787,0,0,,,
0,0,0,2129847470,0,0,,,
0,0,0,2129857954,0,0,,,
0,0,0,2129859847,0,0,,,
0,0,0,2129871948,0,0,,,
0,0,0,2129866234,0,0,,,
0,0,0,2129869221,0,0,,,
0,0,0,2129880333,0,0,,,
0,0,0,2129885505,0,0,,,
0,0,0,2129898182,0,0,,,
0,0,0,2129909762,0,0,,,
0,0,0,2129908895,0,0,,,
0,0,0,2129914639,0,0,,,
0,0,0,2129904551,0,0,,,
0,0,0,2129918214,0,0,,,
0,0,0,2129921618,0,0,,,
0,0,0,2129940435,0,0,,,
0,0,0,2129997274,0,0,,,
0,0,2147483646,0,0,0,,,
0,0,2147483646,0,0,0,,,
0,0,0,2129951596,0,0,,,
0,0,0,2129950727,0,0,,,
0,0,0,2129963609,0,0,,,
0,0,0,2129996337,0,0,,,
0,0,0,2129994122,0,0,,,
0,0,0,2130032588,0,0,,,
0,0,0,2130047545,0,0,,,
0,0,0,2130013012,0,0,,,
0,0,0,2130109990,0,0,,,
0,0,0,2130107684,0,0,,,
0,0,0,2130065165,0,0,,,
0,0,0,2130077522,0,0,,,
0,0,0,2130099112,0,0,,,
0,0,0,2130144296,0,0,,,
0,0,0,2130112444,0,0,,,
0,0,0,2130094756,0,0,,,
0,0,0,2130101023,0,0,,,
0,0,0,2130119112,0,0,,,
0,0,0,2130115116,0,0,,,
0,0,0,2130108825,0,0,,,
0,0,0,2130124525,0,0,,,
0,0,0,2130131579,0,0,,,
0,0,0,2130206519,0,0,,,
0,0,0,2130155240,0,0,,,
0,0,0,2130149444,0,0,,,
0,0,0,2130141600,0,0,,,
0,0,0,2130081645,0,0,,,
0,0,0,2130132348,0,0,,,
0,0,0,2130107186,0,0,,,
0,0,0,2130157648,0,0,,,
0,0,0,2130160096,0,0,,,
0,0,0,2130252290,0,0,,,
0,0,0,2130171030,0,0,,,
0,0,0,2130220743,0,0,,,
0,0,0,2130258661,0,0,,,
0,0,0,2130202254,0,0,,,
0,0,0,2130192636,0,0,,,
0,0,0,2130220153,0,0,,,
0,0,0,2130224861,0,0,,,
0,0,0,2130206287,0,0,,,
0,0,0,2130214324,0,0,,,
0,0,0,2130227673,0,0,,,
0,0,0,2130228263,0,0,,,
0,0,0,2130235271,0,0,,,
0,0,0,2130248775,0,0,,,
0,0,0,2130259523,0,0,,,
0,0,0,2130318393,0,0,,,
0,0,0,2130340350,0,0,,,
0,0,0,2130279636,0,0,,,
0,0,0,2130303211,0,0,,,
0,0,0,2130276408,0,0,,,
0,0,0,2130213853,0,0,,,
0,0,0,2130208505,0,0,,,
0,0,0,2130225606,0,0,,,
0,0,0,2130229789,0,0,,,
0,0,0,2130227252,0,0,,,
0,0,0,2130234454,0,0,,,
0,0,0,2130231504,0,0,,,
0,0,0,2130236363,0,0,,,
0,0,0,2130262003,0,0,,,
0,0,0,2130264154,0,0,,,
0,0,0,2130266880,0,0,,,
0,0,0,2130257260,0,0,,,
0,0,0,2130267691,0,0,,,
0,0,0,2130281669,0,0,,,
0,0,0,2130337644,0,0,,,
0,0,0,2130345459,0,0,,,
0,0,0,2130358123,0,0,,,
0,0,0,2130421226,0,0,,,
0,0,0,2130419153,0,0,,,
0,0,0,2130451187,0,0,,,
0,0,0,2130372856,0,0,,,
0,0,0,2130386940,0,0,,,
0,0,0,2130380660,0,0,,,
0,0,0,2130401458,0,0,,,
0,0,0,2130399338,0,0,,,
0,0,0,2130411347,0,0,,,
0,0,0,2130399547,0,0,,,
0,0,0,2130412327,0,0,,,
0,0,0,2130422504,0,0,,,
0,0,0,2130422471,0,0,,,
0,0,0,2130422023,0,0,,,
0,0,0,2130448918,0,0,,,
0,0,0,2130517507,0,0,,,
0,0,0,2130459443,0,0,,,
0,0,0,2130462334,0,0,,,
0,0,0,2130436891,0,0,,,
0,0,0,2130401520,0,0,,,
0,0,0,2130410651,0,0,,,
0,0,0,2130407076,0,0,,,
0,0,0,2130401102,0,0,,,
0,0,0,2130399243,0,0,,,
0,0,0,2130407490,0,0,,,
0,0,0,2130416987,0,0,,,
0,0,0,2130419296,0,0,,,
0,0,0,2130438947,0,0,,,
0,0,2147483646,0,0,0,,,
0,0,2147483646,0,0,0,,,
0,0,0,2130439782,0,0,,,
0,0,0,2130438964,0,0,,,
0,0,0,2130460544,0,0,,,
0,0,0,2130464311,0,0,,,
0,0,0,2130466306,0,0,,,
0,0,0,2130464446,0,0,,,
0,0,0,2130462169,0,0,,,
0,0,0,2130472550,0,0,,,
0,0,0,2130495742,0,0,,,
0,0,0,2130497788,0,0,,,
0,0,0,2130498223,0,0,,,
0,0,0,2130487772,0,0,,,
0,0,0,2130496849,0,0,,,
0,0,0,2130505667,0,0,,,
0,0,0,2130517560,0,0,,,
0,0,0,2130517993,0,0,,,
0,0,0,2130525404,0,0,,,
0,0,0,2130538128,0,0,,,
0,0,0,2130532312,0,0,,,
0,0,0,2130537590,0,0,,,
0,0,0,2130550107,0,0,,,
0,0,0,2130555591,0,0,,,
0,0,0,2130561287,0,0,,,
0,0,0,2130565735,0,0,,,
0,0,0,2130566480,0,0,,,
0,0,0,2130561548,0,0,,,
0,0,0,2130570573,0,0,,,
0,0,0,2130589131,0,0,,,
0,0,0,2130599408,0,0,,,
0,0,0,2130595675,0,0,,,
0,0,0,2130666176,0,0,,,
0,0,0,2130648116,0,0,,,
0,0,0,2130624619,0,0,,,
0,0,0,2130735458,0,0,,,
0,0,0,2130751306,0,0,,,
0,0,0,2130697604,0,0,,,
0,0,0,2130690760,0,0,,,
0,0,0,2130727484,0,0,,,
0,0,0,2130728659,0,0,,,
0,0,0,2130701654,0,0,,,
0,0,0,2130717246,0,0,,,
0,0,0,2130734183,0,0,,,
0,0,0,2130739367,0,0,,,
0,0,0,2130786008,0,0,,,
0,0,0,2130739345,0,0,,,
0,0,0,2130724300,0,0,,,
0,0,0,2130749836,0,0,,,
0,0,0,2130750688,0,0,,,
0,0,0,2130800006,0,0,,,
0,0,0,2130762813,0,0,,,
0,0,0,2130749865,0,0,,,
0,0,0,2130701581,0,0,,,
0,0,0,2130696967,0,0,,,
0,0,0,2130767038,0,0,,,
0,0,0,2130719086,0,0,,,
0,0,0,2130728427,0,0,,,
0,0,0,2130741932,0,0,,,
0,0,0,2130740649,0,0,,,
0,0,0,2130733948,0,0,,,
0,0,0,2130741984,0,0,,,
0,0,0,2130744083,0,0,,,
0,0,0,2130766391,0,0,,,
0,0,0,2130763698,0,0,,,
0,0,0,2130816734,0,0,,,
0,0,0,2130761230,0,0,,,
0,0,0,2130764894,0,0,,,
0,0,0,2130771890,0,0,,,
0,0,0,2130794408,0,0,,,
0,0,0,2130803903,0,0,,,
0,0,0,2130808608,0,0,,,
0,0,0,2130794460,0,0,,,
0,0,0,2130808070,0,0,,,
0,0,0,2130807149,0,0,,,
0,0,0,2130816489,0,0,,,
0,0,0,2130834996,0,0,,,
0,0,0,2130830533,0,0,,,
0,0,0,2130837736,0,0,,,
0,0,0,2130884735,0,0,,,
0,0,0,2130846080,0,0,,,
0,0,0,2130834638,0,0,,,
0,0,0,2130841425,0,0,,,
0,0,0,2130843003,0,0,,,
0,0,0,2130851510,0,0,,,
0,0,0,2130865953,0,0,,,
0,0,0,2130874250,0,0,,,
0,0,0,2130869737,0,0,,,
0,0,0,2130874911,0,0,,,
0,0,0,2130881697,0,0,,,
0,0,0,2130886035,0,0,,,
0,0,0,2130903762,0,0,,,
0,0,0,2130905183,0,0,,,
0,0,0,2130912907,0,0,,,
0,0,0,2130904641,0,0,,,
0,0,0,2130917678,0,0,,,
0,0,0,2130915506,0,0,,,
0,0,0,2130939012,0,0,,,
0,0,0,2130986579,0,0,,,
0,0,2147483646,0,0,0,,,
0,0,0,2130929061,0,0,,,
0,0,0,2130941421,0,0,,,
0,0,0,2130945446,0,0,,,
0,0,0,2130962807,0,0,,,
0,0,0,2130968604,0,0,,,
0,0,0,2130962317,0,0,,,
0,0,0,2130965353,0,0,,,
0,0,0,2130974329,0,0,,,
0,0,0,2130973876,0,0,,,
0,0,0,2130990350,0,0,,,
0,0,0,2130997865,0,0,,,
0,0,0,2130986943,0,0,,,
0,0,0,2130990916,0,0,,,
0,0,0,2130990776,0,0,,,
0,0,0,2131010323,0,0,,,
0,0,0,2131020963,0,0,,,
0,0,0,2131022436,0,0,,,
0,0,0,2131012400,0,0,,,
0,0,0,2131025124,0,0,,,
0,0,0,2131028004,0,0,,,
0,0,0,2131046144,0,0,,,
0,0,0,2131048973,0,0,,,
0,0,0,2131064460,0,0,,,
0,0,0,2131067560,0,0,,,
0,0,0,2131127902,0,0,,,
0,0,0,2131128480,0,0,,,
0,0,0,2131119997,0,0,,,
0,0,0,2131214039,0,0,,,
0,0,0,2131197279,0,0,,,
0,0,0,2131191440,0,0,,,
0,0,0,2131167995,0,0,,,
0,0,0,2131195578,0,0,,,
0,0,0,2131190199,0,0,,,
0,0,0,2131190292,0,0,,,
0,0,0,2131187146,0,0,,,
0,0,0,2131175346,0,0,,,
0,0,0,2131196486,0,0,,,
0,0,0,2131185306,0,0,,,
0,0,0,2131204432,0,0,,,
0,0,0,2131209975,0,0,,,
0,0,0,2131200671,0,0,,,
0,0,0,2131201155,0,0,,,
0,0,0,2131303542,0,0,,,
0,0,0,2131241578,0,0,,,
0,0,0,2131267492,0,0,,,
0,0,0,2131272115,0,0,,,
0,0,0,2131271428,0,0,,,
0,0,0,2131354338,0,0,,,
0,0,0,2131255783,0,0,,,
0,0,0,2131247565,0,0,,,
0,0,0,2131267475,0,0,,,
0,0,0,2131267602,0,0,,,
0,0,0,2131283821,0,0,,,
0,0,0,2131264829,0,0,,,
0,0,0,2131271203,0,0,,,
0,0,0,2131281740,0,0,,,
0,0,0,2131279099,0,0,,,
0,0,0,2131288387,0,0,,,
0,0,0,2131302883,0,0,,,
0,0,0,2131310975,0,0,,,
0,0,0,2131416177,0,0,,,
0,0,0,2131333227,0,0,,,
0,0,0,2131336227,0,0,,,
0,0,0,2131322750,0,0,,,
0,0,0,2131268840,0,0,,,
0,0,0,2131266828,0,0,,,
0,0,0,2131286323,0,0,,,
0,0,0,2131355297,0,0,,,
0,0,0,2131278542,0,0,,,
0,0,0,2131290278,0,0,,,
0,0,0,2131306961,0,0,,,
0,0,0,2131305206,0,0,,,
0,0,0,2131287722,0,0,,,
0,0,0,2131294928,0,0,,,
0,0,0,2131314161,0,0,,,
0,0,0,2131310062,0,0,,,
0,0,0,2131323307,0,0,,,
0,0,0,2131328745,0,0,,,
0,0,0,2131333448,0,0,,,
0,0,0,2131325235,0,0,,,
0,0,0,2131334208,0,0,,,
0,0,0,2131349693,0,0,,,
0,0,0,2131361949,0,0,,,
0,0,0,2131345090,0,0,,,
0,0,0,2131354376,0,0,,,
0,0,0,2131360642,0,0,,,
0,0,0,2131373887,0,0,,,
0,0,0,2131388122,0,0,,,
0,0,0,2131380169,0,0,,,
0,0,0,2131396695,0,0,,,
0,0,0,2131397127,0,0,,,
0,0,0,2131393029,0,0,,,
0,0,0,2131401064,0,0,,,
0,0,0,2131406080,0,0,,,
0,0,0,2131415992,0,0,,,
0,0,0,2131403924,0,0,,,
0,0,0,2131432436,0,0,,,
0,0,2147483646,0,0,0,,,
0,0,2147483646,0,0,0,,,
0,0,0,2131439827,0,0,,,
0,0,0,2131447707,0,0,,,
0,0,0,2131435025,0,0,,,
0,0,0,2131440825,0,0,,,
0,0,0,2131444802,0,0,,,
0,0,0,2131452788,0,0,,,
0,0,0,2131459056,0,0,,,
0,0,0,2131468864,0,0,,,
0,0,0,2131483778,0,0,,,
0,0,0,2131469470,0,0,,,
0,0,0,2131490423,0,0,,,
0,0,0,2131489919,0,0,,,
0,0,0,2131495090,0,0,,,
0,0,0,2131508234,0,0,,,
0,0,0,2131575752,0,0,,,
0,0,0,2131527802,0,0,,,
0,0,0,2131509230,0,0,,,
0,0,0,2131516070,0,0,,,
0,0,0,2131527703,0,0,,,
0,0,0,2131525742,0,0,,,
0,0,0,2131543622,0,0,,,
0,0,0,2131546713,0,0,,,
0,0,0,2131547980,0,0,,,
0,0,0,2131543259,0,0,,,
0,0,0,2131550775,0,0,,,
0,0,0,2131556365,0,0,,,
0,0,0,2131561640,0,0,,,
0,0,0,2131587648,0,0,,,
0,0,0,2131624442,0,0,,,
0,0,0,2131602092,0,0,,,
0,0,0,2131668126,0,0,,,
0,0,0,2131667207,0,0,,,
0,0,0,2131631320,0,0,,,
0,0,0,2131726022,0,0,,,
0,0,0,2131747911,0,0,,,
0,0,0,2131725409,0,0,,,
0,0,0,2131682375,0,0,,,
0,0,0,2131691350,0,0,,,
0,0,0,2131717774,0,0,,,
0,0,0,2131692173,0,0,,,
0,0,0,2131703645,0,0,,,
0,0,0,2131721372,0,0,,,
0,0,0,2131709100,0,0,,,
0,0,0,2131709584,0,0,,,
0,0,0,2131731945,0,0,,,
0,0,0,2131730713,0,0,,,
0,0,0,2131720050,0,0,,,
0,0,0,2131797355,0,0,,,
0,0,0,2131859332,0,0,,,
0,0,0,2131762394,0,0,,,
0,0,0,2131778581,0,0,,,
0,0,0,2131755437,0,0,,,
0,0,0,2131847514,0,0,,,
0,0,0,2131821429,0,0,,,
0,0,0,2131823924,0,0,,,
0,0,0,2131785272,0,0,,,
0,0,0,2131823575,0,0,,,
0,0,0,2131798605,0,0,,,
0,0,0,2131836646,0,0,,,
0,0,0,2131798247,0,0,,,
0,0,0,2131809303,0,0,,,
0,0,0,2131806189,0,0,,,
0,0,0,2131816986,0,0,,,
0,0,0,2131833832,0,0,,,
0,0,0,2131836458,0,0,,,
0,0,0,2131831166,0,0,,,
0,0,0,2131830666,0,0,,,
0,0,0,2131922798,0,0,,,
0,0,0,2131867087,0,0,,,
0,0,0,2131881132,0,0,,,
0,0,0,2131835999,0,0,,,
0,0,0,2131797865,0,0,,,
0,0,0,2131791635,0,0,,,
0,0,0,2131800195,0,0,,,
0,0,0,2131818703,0,0,,,
0,0,0,2131818511,0,0,,,
0,0,0,2131815456,0,0,,,
0,0,0,2131823755,0,0,,,
0,0,0,2131825645,0,0,,,
0,0,0,2131830974,0,0,,,
0,0,0,2131828648,0,0,,,
0,0,0,2131858560,0,0,,,
0,0,0,2131852481,0,0,,,
0,0,0,2131850831,0,0,,,
0,0,0,2131846526,0,0,,,
0,0,0,2131863888,0,0,,,
0,0,0,2131862809,0,0,,,
0,0,0,2131893138,0,0,,,
0,0,0,2131881073,0,0,,,
0,0,0,2131888746,0,0,,,
0,0,0,2131880742,0,0,,,
0,0,0,2131883934,0,0,,,
0,0,0,2131889055,0,0,,,
0,0,0,2131905062,0,0,,,
0,0,0,2131912786,0,0,,,
0,0,0,2131902280,0,0,,,
0,0,0,2131912975,0,0,,,
0,0,2147483646,0,0,0,,,
0,0,0,2131916131,0,0,,,
0,0,0,2131933230,0,0,,,
0,0,0,2131938040,0,0,,,
0,0,0,2131948316,0,0,,,
0,0,0,2131949477,0,0,,,
0,0,0,2131942462,0,0,,,
0,0,0,2131950188,0,0,,,
0,0,0,2131968798,0,0,,,
0,0,0,2131975688,0,0,,,
0,0,0,2131975079,0,0,,,
0,0,0,2131976503,0,0,,,
0,0,0,2131978862,0,0,,,
0,0,0,2131979972,0,0,,,
0,0,0,2131997383,0,0,,,
0,0,0,2132004483,0,0,,,
0,0,0,2132008508,0,0,,,
0,0,0,2132002169,0,0,,,
0,0,0,2132002758,0,0,,,
0,0,0,2132010169,0,0,,,
0,0,0,2132036539,0,0,,,
0,0,0,2132025825,0,0,,,
0,0,0,2132028081,0,0,,,
0,0,0,2132026221,0,0,,,
0,0,0,2132041028,0,0,,,
0,0,0,2132041357,0,0,,,
0,0,0,2132049914,0,0,,,
0,0,0,2132061544,0,0,,,
0,0,0,2132064736,0,0,,,
0,0,0,2132057772,0,0,,,
0,0,0,2132075394,0,0,,,
0,0,0,2132126525,0,0,,,
0,0,0,2132131471,0,0,,,
0,0,0,2132149342,0,0,,,
0,0,0,2132199056,0,0,,,
0,0,0,2132206707,0,0,,,
0,0,0,2132206450,0,0,,,
0,0,0,2132175363,0,0,,,
0,0,0,2132197937,0,0,,,
